SubjID,RunNum,TrialNum,ItemNum,ItemType,LangType,TrialOnset,RT,CorrectAnswer,Response,Accuracy
FED_20190320c_3T2,9,8,45,3,sent,173.0861,34.842,1,1,1
FED_20190320c_3T2,11,2,101,6,jap,10.0632,10.786,1,1,1
FED_20190320c_3T2,11,3,29,2,sent,25.8989,39.8741,2,2,1
FED_20190320c_3T2,11,4,65,4,en,70.8228,16.1209,1,1,1
FED_20190320c_3T2,11,6,47,3,en,102.02799999999999,30.9625,1,1,1
FED_20190320c_3T2,11,7,11,1,sent,138.0338,23.0842,1,1,1
FED_20190320c_3T2,11,8,83,5,jap,166.172,19.839000000000002,3,1,0
FED_20190320c_3T2,10,2,10,1,en,10.0528,13.2781,2,3,0
FED_20190320c_3T2,10,3,46,3,jap,28.3724,16.6263,1,1,1
FED_20190320c_3T2,10,4,82,5,sent,50.0594,12.4717,2,2,1
FED_20190320c_3T2,10,6,100,6,sent,77.5971,25.6852,2,2,1
FED_20190320c_3T2,10,7,64,4,jap,108.3354,15.4573,2,1,0
FED_20190320c_3T2,10,8,28,2,en,128.8388,33.8194,2,3,0
FED_20190320c_3T2,5,2,95,6,jap,10.051,15.8355,2,2,1
FED_20190320c_3T2,5,3,23,2,sent,30.9376,9.8605,3,3,1
FED_20190320c_3T2,5,4,59,4,en,45.8566,15.1144,1,1,1
FED_20190320c_3T2,5,6,41,3,en,76.0784,37.3263,1,1,1
FED_20190320c_3T2,5,7,5,1,sent,118.4518,35.0911,3,1,0
FED_20190320c_3T2,5,8,77,5,jap,158.5919,39.195,4,4,1
FED_20190320c_3T2,4,2,4,1,en,10.0414,8.8984,4,4,1
FED_20190320c_3T2,4,3,40,3,jap,23.9937,17.2405,2,2,1
FED_20190320c_3T2,4,4,76,5,sent,46.2807,21.9102,2,2,1
FED_20190320c_3T2,4,6,94,6,sent,83.2532,24.4089,2,2,1
FED_20190320c_3T2,4,7,58,4,jap,112.7081,15.4953,2,2,1
FED_20190320c_3T2,4,8,22,2,en,133.2448,13.7848,2,2,1
FED_20190418a_3T2,10,2,28,2,en,10.0545,30.0046,2,3,0
FED_20190418a_3T2,10,3,100,6,sent,45.1269,19.0389,2,2,1
FED_20190418a_3T2,10,4,64,4,jap,69.2141,7.0262,2,2,1
FED_20190418a_3T2,10,6,46,3,jap,91.3343,13.6435,1,1,1
FED_20190418a_3T2,10,7,82,5,sent,110.0374,13.568,2,2,1
FED_20190418a_3T2,10,8,10,1,en,128.6403,12.6189,2,4,0
FED_20190418a_3T2,11,2,83,5,jap,10.0487,14.8899,3,3,1
FED_20190418a_3T2,11,3,47,3,en,30.0017,8.3419,1,1,1
FED_20190418a_3T2,11,4,11,1,sent,43.3872,13.300999999999998,1,1,1
FED_20190418a_3T2,11,6,29,2,sent,71.792,21.7001,2,2,1
FED_20190418a_3T2,11,7,65,4,en,98.5463,12.6537,1,1,1
FED_20190418a_3T2,11,8,101,6,jap,116.2494,7.2672,1,1,1
FED_20190418a_3T2,8,2,98,6,jap,10.0478,8.475,1,4,0
FED_20190418a_3T2,8,3,26,2,sent,23.5836,12.0879,3,1,0
FED_20190418a_3T2,8,4,62,4,en,40.7364,11.2524,4,4,1
FED_20190418a_3T2,8,6,44,3,en,67.0573,9.3233,1,2,0
FED_20190418a_3T2,8,7,8,1,sent,81.4095,11.2963,2,2,1
FED_20190418a_3T2,8,8,80,5,jap,97.7624,17.8721,3,3,1
FED_20190418a_3T2,9,2,45,3,sent,10.0478,12.5541,1,1,1
FED_20190418a_3T2,9,3,81,5,en,27.6673,16.3536,2,3,0
FED_20190418a_3T2,9,4,9,1,jap,49.0708,14.6871,2,2,1
FED_20190418a_3T2,9,6,27,2,jap,78.8424,19.0271,1,1,1
FED_20190418a_3T2,9,7,99,6,en,102.9128,9.1787,1,1,1
FED_20190418a_3T2,9,8,63,4,sent,117.1487,12.0116,4,4,1
FED_20190418a_3T2,2,2,92,6,jap,10.0457,10.356,2,2,1
FED_20190418a_3T2,2,3,20,2,sent,25.4649,12.0631,3,3,1
FED_20190418a_3T2,2,4,56,4,en,42.5676,10.4996,2,2,1
FED_20190418a_3T2,2,6,38,3,en,68.1384,7.9717,2,2,1
FED_20190418a_3T2,2,7,2,1,sent,81.1574,46.6236,2,2,1
FED_20190418a_3T2,2,8,74,5,jap,132.849,17.6429,4,3,0
FED_20190418a_3T2,3,2,39,3,sent,10.0536,7.5259,1,1,1
FED_20190418a_3T2,3,3,75,5,en,22.639,12.6274,2,2,1
FED_20190418a_3T2,3,4,3,1,jap,40.3085,27.7104,2,2,1
FED_20190418a_3T2,3,6,21,2,jap,83.0821,16.8733,3,3,1
FED_20190418a_3T2,3,7,93,6,en,104.9856,6.0494,3,3,1
FED_20190418a_3T2,3,8,57,4,sent,116.0875,6.1773,1,1,1
FED_20190418a_3T2,5,2,77,5,jap,10.0526,13.6255,4,4,1
FED_20190418a_3T2,5,3,41,3,en,28.7389,12.5304,1,2,0
FED_20190418a_3T2,5,4,5,1,sent,46.3253,22.9951,3,4,0
FED_20190418a_3T2,5,6,23,2,sent,84.398,13.2283,3,3,1
FED_20190418a_3T2,5,7,59,4,en,102.6509,12.055,1,1,1
FED_20190418a_3T2,5,8,95,6,jap,119.7538,9.384,2,2,1
FED_20190418a_3T2,4,2,22,2,en,10.0617,7.0846,2,2,1
FED_20190418a_3T2,4,3,94,6,sent,22.1801,14.9121,2,2,1
FED_20190418a_3T2,4,4,58,4,jap,42.1502,15.7875,2,2,1
FED_20190418a_3T2,4,6,40,3,jap,73.0218,9.2355,2,2,1
FED_20190418a_3T2,4,7,76,5,sent,87.2906,9.7697,2,2,1
FED_20190418a_3T2,4,8,4,1,en,102.1099,6.4487,4,1,0
FED_20190418a_3T2,1,2,1,1,en,10.1372,5.9727,1,3,0
FED_20190418a_3T2,1,3,37,3,jap,21.2053,11.4535,3,1,0
FED_20190418a_3T2,1,4,73,5,sent,37.7079,19.7046,1,1,1
FED_20190418a_3T2,1,6,91,6,sent,72.4801,33.0571,2,2,1
FED_20190418a_3T2,1,7,55,4,jap,110.6032,5.9008,1,3,0
FED_20190418a_3T2,1,8,19,2,en,121.5547,14.4802,2,2,1
FED_20190418a_3T2,12,2,66,4,sent,10.057,11.8084,1,1,1
FED_20190418a_3T2,12,3,30,2,jap,26.8928,14.7722,2,4,0
FED_20190418a_3T2,12,4,102,6,en,46.7295,21.8578,1,1,1
FED_20190418a_3T2,12,6,84,5,en,83.669,8.5536,2,2,1
FED_20190418a_3T2,12,7,12,1,jap,97.2712,17.9895,2,2,1
FED_20190418a_3T2,12,8,48,3,sent,120.30799999999999,10.8606,2,2,1
FED_20190418a_3T2,6,2,60,4,sent,10.0424,18.8937,3,2,0
FED_20190418a_3T2,6,3,24,2,jap,33.9795,13.9187,4,4,1
FED_20190418a_3T2,6,4,96,6,en,52.9492,5.1907,2,2,1
FED_20190418a_3T2,6,6,78,5,en,73.2358,10.3978,3,3,1
FED_20190418a_3T2,6,7,6,1,jap,88.6885,17.1378,3,3,1
FED_20190418a_3T2,6,8,42,3,sent,110.8755,9.7865,3,3,1
FED_20190418a_3T2,7,2,7,1,en,10.0523,5.0044,3,4,0
FED_20190418a_3T2,7,3,43,3,jap,20.1206,13.6882,2,2,1
FED_20190418a_3T2,7,4,79,5,sent,38.857,17.6435,2,2,1
FED_20190418a_3T2,7,6,97,6,sent,71.5957,15.7852,1,4,0
FED_20190418a_3T2,7,7,61,4,jap,92.4323,11.1077,3,3,1
FED_20190418a_3T2,7,8,25,2,en,108.585,10.243,3,3,1
FED_20190320d_3T2,11,2,47,3,sent,10.0546,26.1505,1,4,0
FED_20190320d_3T2,11,3,83,5,en,41.2597,13.7241,3,3,1
FED_20190320d_3T2,11,4,11,1,jap,60.0459,21.8228,1,1,1
FED_20190320d_3T2,11,6,29,2,jap,96.9685,24.1665,2,2,1
FED_20190320d_3T2,11,7,101,6,en,126.19,8.9938,1,1,1
FED_20190320d_3T2,11,8,65,4,sent,140.2089,10.5912,1,4,0
FED_20190320d_3T2,10,2,100,6,jap,10.058,10.7085,2,2,1
FED_20190320d_3T2,10,3,28,2,sent,25.8107,34.222,2,2,1
FED_20190320d_3T2,10,4,64,4,en,65.0837,11.3809,2,1,0
FED_20190320d_3T2,10,6,46,3,en,91.5545,16.7873,1,1,1
FED_20190320d_3T2,10,7,10,1,sent,113.4081,15.9989,2,2,1
FED_20190320d_3T2,10,8,82,5,jap,134.4617,16.1741,2,2,1
FED_20190320d_3T2,6,2,24,2,en,10.0684,20.3687,4,4,1
FED_20190320d_3T2,6,3,96,6,sent,35.4893,15.8861,2,2,1
FED_20190320d_3T2,6,4,60,4,jap,56.4261,7.4418,3,3,1
FED_20190320d_3T2,6,6,42,3,jap,78.96300000000001,12.5275,3,3,1
FED_20190320d_3T2,6,7,78,5,sent,96.5492,13.6403,3,3,1
FED_20190320d_3T2,6,8,6,1,en,115.2357,16.8401,3,3,1
FED_20190320d_3T2,7,2,79,5,jap,10.0496,28.8838,2,2,1
FED_20190320d_3T2,7,3,43,3,en,43.9885,31.0979,2,2,1
FED_20190320d_3T2,7,4,7,1,sent,80.1441,10.9833,3,3,1
FED_20190320d_3T2,7,6,25,2,sent,106.1984,16.2389,3,3,1
FED_20190320d_3T2,7,7,61,4,en,127.4852,10.8475,3,3,1
FED_20190320d_3T2,7,8,97,6,jap,143.3878,11.9707,1,1,1
FED_20190320d_3T2,1,2,73,5,jap,10.0469,13.9097,1,1,1
FED_20190320d_3T2,1,3,37,3,en,28.9998,18.9476,3,3,1
FED_20190320d_3T2,1,4,1,1,sent,53.0037,23.8694,1,1,1
FED_20190320d_3T2,1,6,19,2,sent,91.9768,44.537,2,1,0
FED_20190320d_3T2,1,7,55,4,en,141.5683,6.0239,1,1,1
FED_20190320d_3T2,1,8,91,6,jap,152.6532,19.4777,2,2,1
FED_20190320d_3T2,12,2,30,2,en,10.0478,22.4646,2,4,0
FED_20190320d_3T2,12,3,102,6,sent,37.5356,29.8066,1,1,1
FED_20190320d_3T2,12,4,66,4,jap,72.3747,7.2875,1,1,1
FED_20190320d_3T2,12,6,48,3,jap,94.7449,10.0209,2,2,1
FED_20190320d_3T2,12,7,84,5,sent,109.7974,12.7715,2,2,1
FED_20190320d_3T2,12,8,12,1,en,127.6338,23.9122,2,2,1
FED_20190320d_3T2,5,2,41,3,sent,10.0668,31.1793,1,1,1
FED_20190320d_3T2,5,3,77,5,en,46.2894,20.816,4,1,0
FED_20190320d_3T2,5,4,5,1,jap,72.1603,15.4981,3,3,1
FED_20190320d_3T2,5,6,23,2,jap,102.7485,20.9049,3,1,0
FED_20190320d_3T2,5,7,95,6,en,128.7027,13.1164,2,2,1
FED_20190320d_3T2,5,8,59,4,sent,146.8724,31.8166,1,1,1
FED_20190320d_3T2,4,2,94,6,jap,10.0541,17.7146,2,2,1
FED_20190320d_3T2,4,3,22,2,sent,32.8079,20.4502,2,2,1
FED_20190320d_3T2,4,4,58,4,en,58.2951,27.2317,2,1,0
FED_20190320d_3T2,4,6,40,3,en,100.6188,6.9097,2,2,1
FED_20190320d_3T2,4,7,4,1,sent,112.5874,10.9115,4,1,0
FED_20190320d_3T2,4,8,76,5,jap,128.54,22.2756,2,3,0
FED_20190320d_3T2,8,2,62,4,sent,10.0421,12.1303,4,4,1
FED_20190320d_3T2,8,3,26,2,jap,27.2285,10.4467,3,4,0
FED_20190320d_3T2,8,4,98,6,en,42.7141,16.3966,1,1,1
FED_20190320d_3T2,8,6,80,5,en,74.2028,28.0721,3,3,1
FED_20190320d_3T2,8,7,8,1,jap,107.3414,9.5358,2,2,1
FED_20190320d_3T2,8,8,44,3,sent,121.9271,15.5205,1,2,0
FED_20190320d_3T2,9,2,9,1,en,10.0548,18.0499,2,2,1
FED_20190320d_3T2,9,3,45,3,jap,33.1587,11.3423,1,1,1
FED_20190320d_3T2,9,4,81,5,sent,49.5445,20.2252,2,1,0
FED_20190320d_3T2,9,6,99,6,sent,84.8669,10.3742,1,1,1
FED_20190320d_3T2,9,7,63,4,jap,100.3029,17.4901,4,1,0
FED_20190320d_3T2,9,8,27,2,en,122.8232,18.6868,1,1,1
FED_20190320d_3T2,2,2,56,4,sent,10.054,5.5365,2,2,1
FED_20190320d_3T2,2,3,20,2,jap,20.6557,16.3284,3,1,0
FED_20190320d_3T2,2,4,92,6,en,42.0426,27.8517,2,2,1
FED_20190320d_3T2,2,6,74,5,en,84.9661,22.122,4,3,0
FED_20190320d_3T2,2,7,2,1,jap,112.1373,22.6466,2,2,1
FED_20190320d_3T2,2,8,38,3,sent,139.8253,14.0331,2,2,1
FED_20190320d_3T2,3,2,3,1,en,10.0465,23.4457,2,2,1
FED_20190320d_3T2,3,3,39,3,jap,38.5511,8.4054,1,1,1
FED_20190320d_3T2,3,4,75,5,sent,52.0032,8.4631,2,2,1
FED_20190320d_3T2,3,6,93,6,sent,75.5405,32.0638,3,3,1
FED_20190320d_3T2,3,7,57,4,jap,112.6634,12.4264,1,1,1
FED_20190320d_3T2,3,8,21,2,en,130.116,25.7591,3,3,1
FED_20190321a_3T2,3,2,93,6,jap,10.0531,9.4371,3,3,1
FED_20190321a_3T2,3,3,21,2,sent,24.5553,36.9697,3,3,1
FED_20190321a_3T2,3,4,57,4,en,66.5788,9.811,1,1,1
FED_20190321a_3T2,3,6,39,3,en,91.4828,19.1691,1,1,1
FED_20190321a_3T2,3,7,3,1,sent,115.7036,42.9583,2,2,1
FED_20190321a_3T2,3,8,75,5,jap,163.7279,18.3889,2,2,1
FED_20190321a_3T2,2,2,2,1,en,10.0608,33.9124,2,2,1
FED_20190321a_3T2,2,3,38,3,jap,49.0338,15.2383,2,2,1
FED_20190321a_3T2,2,4,74,5,sent,69.3205,11.7135,4,1,0
FED_20190321a_3T2,2,6,92,6,sent,96.1248,39.8701,2,2,1
FED_20190321a_3T2,2,7,56,4,jap,141.0488,10.489,2,2,1
FED_20190321a_3T2,2,8,20,2,en,156.6014,10.7003,3,3,1
FED_20190321a_3T2,9,2,99,6,jap,10.0456,12.4478,1,1,1
FED_20190321a_3T2,9,3,27,2,sent,27.5318,17.1186,1,1,1
FED_20190321a_3T2,9,4,63,4,en,49.702,14.0264,4,2,0
FED_20190321a_3T2,9,6,45,3,en,78.7902,13.4029,1,1,1
FED_20190321a_3T2,9,7,9,1,sent,97.2431,27.118000000000002,2,2,1
FED_20190321a_3T2,9,8,81,5,jap,129.3984,27.2599,2,2,1
FED_20190321a_3T2,8,2,8,1,en,10.0525,10.8573,2,2,1
FED_20190321a_3T2,8,3,44,3,jap,25.9383,16.9737,1,1,1
FED_20190321a_3T2,8,4,80,5,sent,47.9753,47.4256,3,2,0
FED_20190321a_3T2,8,6,98,6,sent,110.4854,12.5403,1,1,1
FED_20190321a_3T2,8,7,62,4,jap,128.055,12.0786,4,2,0
FED_20190321a_3T2,8,8,26,2,en,145.191,25.4452,3,3,1
FED_20190321a_3T2,11,2,29,2,en,10.0469,16.2735,2,2,1
FED_20190321a_3T2,11,3,101,6,sent,31.3504,11.321,1,2,0
FED_20190321a_3T2,11,4,65,4,jap,47.7363,15.1263,1,1,1
FED_20190321a_3T2,11,6,47,3,jap,77.9246,29.5771,1,1,1
FED_20190321a_3T2,11,7,83,5,sent,112.5636,19.9288,3,3,1
FED_20190321a_3T2,11,8,11,1,en,137.5511,9.9028,1,4,0
FED_20190321a_3T2,10,2,46,3,sent,10.0688,26.1179,1,1,1
FED_20190321a_3T2,10,3,82,5,en,41.2239,10.5294,2,2,1
FED_20190321a_3T2,10,4,10,1,jap,56.8099,22.2747,2,2,1
FED_20190321a_3T2,10,6,28,2,jap,94.1659,37.1543,2,2,1
FED_20190321a_3T2,10,7,100,6,en,136.3895,14.4678,2,2,1
FED_20190321a_3T2,10,8,64,4,sent,155.9094,24.1346,2,2,1
FED_20190321a_3T2,4,2,40,3,sent,10.0461,16.9132,2,2,1
FED_20190321a_3T2,4,3,76,5,en,31.9828,24.4142,2,2,1
FED_20190321a_3T2,4,4,4,1,jap,61.4376,13.3211,4,4,1
FED_20190321a_3T2,4,6,22,2,jap,89.8423,19.5167,2,2,1
FED_20190321a_3T2,4,7,94,6,en,114.413,15.1383,2,2,1
FED_20190321a_3T2,4,8,58,4,sent,134.583,17.6317,2,2,1
FED_20190321a_3T2,5,2,23,2,en,10.0536,10.6946,3,3,1
FED_20190321a_3T2,5,3,95,6,sent,25.7726,16.436,2,2,1
FED_20190321a_3T2,5,4,59,4,jap,47.2595,17.224,1,1,1
FED_20190321a_3T2,5,6,41,3,jap,79.5647,23.3739,1,1,1
FED_20190321a_3T2,5,7,77,5,sent,107.986,22.4689,4,2,0
FED_20190321a_3T2,5,8,5,1,en,135.5073,14.5455,3,3,1
FED_20190321a_3T2,1,2,55,4,sent,10.1243,50.001999999999995,1,-1,0
FED_20190321a_3T2,1,3,19,2,jap,65.2327,50.0005,2,4,0
FED_20190321a_3T2,1,4,91,6,en,120.2917,50.001000000000005,2,2,1
FED_20190321a_3T2,1,6,73,5,en,185.3521,50.0012,1,1,1
FED_20190321a_3T2,1,7,1,1,jap,240.3779,50.0006,1,1,1
FED_20190321a_3T2,1,8,37,3,sent,295.4368,50.0,3,3,1
FED_20190321a_3T2,12,2,84,5,jap,10.0425,24.6125,2,2,1
FED_20190321a_3T2,12,3,48,3,en,39.6973,13.2461,2,2,1
FED_20190321a_3T2,12,4,12,1,sent,58.0002,41.6652,2,2,1
FED_20190321a_3T2,12,6,30,2,sent,114.726,13.407,2,2,1
FED_20190321a_3T2,12,7,66,4,en,133.179,9.5546,1,1,1
FED_20190321a_3T2,12,8,102,6,jap,147.7813,22.4743,1,1,1
FED_20190321a_3T2,7,2,61,4,sent,10.0604,17.2364,3,3,1
FED_20190321a_3T2,7,3,25,2,jap,32.3474,22.3807,3,3,1
FED_20190321a_3T2,7,4,97,6,en,59.7852,15.8329,1,1,1
FED_20190321a_3T2,7,6,79,5,en,90.6902,24.625,2,2,1
FED_20190321a_3T2,7,7,7,1,jap,120.3616,8.9283,3,3,1
FED_20190321a_3T2,7,8,43,3,sent,134.3472,30.7486,2,2,1
FED_20190321a_3T2,6,2,78,5,jap,10.0474,15.5018,3,3,1
FED_20190321a_3T2,6,3,42,3,en,30.6007,7.0712,3,3,1
FED_20190321a_3T2,6,4,6,1,sent,42.7193,27.3982,3,3,1
FED_20190321a_3T2,6,6,24,2,sent,85.2096,14.1967,4,4,1
FED_20190321a_3T2,6,7,60,4,en,104.4629,10.4663,3,3,1
FED_20190321a_3T2,6,8,96,6,jap,119.98200000000001,6.7468,2,2,1
FED_20190415b_3T2,5,2,59,4,sent,10.056000000000001,23.3946,1,1,1
FED_20190415b_3T2,5,3,23,2,jap,38.477,27.1652,3,3,1
FED_20190415b_3T2,5,4,95,6,en,70.6822,11.7684,2,2,1
FED_20190415b_3T2,5,6,77,5,en,97.5367,17.6494,4,4,1
FED_20190415b_3T2,5,7,5,1,jap,120.2406,23.0858,3,3,1
FED_20190415b_3T2,5,8,41,3,sent,148.3784,34.4085,1,2,0
FED_20190415b_3T2,4,2,76,5,jap,10.0458,10.9311,2,4,0
FED_20190415b_3T2,4,3,40,3,en,26.0318,6.9694,2,1,0
FED_20190415b_3T2,4,4,4,1,sent,38.0511,10.7971,4,4,1
FED_20190415b_3T2,4,6,22,2,sent,63.938,13.2383,2,4,0
FED_20190415b_3T2,4,7,58,4,en,82.2243,12.5312,2,2,1
FED_20190415b_3T2,4,8,94,6,jap,99.7936,8.4977,2,2,1
FED_20190415b_3T2,8,2,44,3,sent,10.0599,7.5435,1,2,0
FED_20190415b_3T2,8,3,80,5,en,22.6284,16.6342,3,3,1
FED_20190415b_3T2,8,4,8,1,jap,44.3154,10.0565,2,2,1
FED_20190415b_3T2,8,6,26,2,jap,69.4363,27.787,3,3,1
FED_20190415b_3T2,8,7,98,6,en,102.275,14.1459,1,4,0
FED_20190415b_3T2,8,8,62,4,sent,121.4611,9.5183,4,4,1
FED_20190415b_3T2,9,2,27,2,en,10.0543,19.101,1,1,1
FED_20190415b_3T2,9,3,99,6,sent,34.225,12.4132,1,1,1
FED_20190415b_3T2,9,4,63,4,jap,51.6945,7.6662,4,4,1
FED_20190415b_3T2,9,6,45,3,jap,74.4482,12.482999999999999,1,1,1
FED_20190415b_3T2,9,7,81,5,sent,91.9846,17.4249,2,2,1
FED_20190415b_3T2,9,8,9,1,en,114.4547,27.1317,2,2,1
FED_20190415b_3T2,11,2,65,4,sent,10.0561,8.4452,1,1,1
FED_20190415b_3T2,11,3,29,2,jap,23.5583,20.5337,2,4,0
FED_20190415b_3T2,11,4,101,6,en,49.1458,8.6328,1,1,1
FED_20190415b_3T2,11,6,83,5,en,72.8664,17.0453,3,3,1
FED_20190415b_3T2,11,7,11,1,jap,94.95299999999999,14.1035,1,1,1
FED_20190415b_3T2,11,8,47,3,sent,114.1064,43.4,1,1,1
FED_20190415b_3T2,10,2,82,5,jap,10.0616,11.0845,2,2,1
FED_20190415b_3T2,10,3,46,3,en,26.1977,20.8509,1,1,1
FED_20190415b_3T2,10,4,10,1,sent,52.102,14.8542,2,2,1
FED_20190415b_3T2,10,6,28,2,sent,82.04,33.7437,2,2,1
FED_20190415b_3T2,10,7,64,4,en,120.8297,8.7809,2,4,0
FED_20190415b_3T2,10,8,100,6,jap,134.6654,19.2716,2,2,1
FED_20190415b_3T2,2,2,38,3,sent,10.0632,13.6146,2,2,1
FED_20190415b_3T2,2,3,74,5,en,28.715999999999998,13.8005,4,2,0
FED_20190415b_3T2,2,4,2,1,jap,47.5692,41.3904,2,4,0
FED_20190415b_3T2,2,6,20,2,jap,104.0283,13.4372,3,3,1
FED_20190415b_3T2,2,7,92,6,en,122.5146,9.2577,2,2,1
FED_20190415b_3T2,2,8,56,4,sent,136.8171,15.8733,2,2,1
FED_20190415b_3T2,3,2,21,2,en,10.0356,22.9602,3,1,0
FED_20190415b_3T2,3,3,93,6,sent,38.056999999999995,9.2242,3,3,1
FED_20190415b_3T2,3,4,57,4,jap,52.3091,28.0089,1,1,1
FED_20190415b_3T2,3,6,39,3,jap,95.3997,7.917999999999999,1,1,1
FED_20190415b_3T2,3,7,75,5,sent,108.385,6.5477,2,2,1
FED_20190415b_3T2,3,8,3,1,en,119.9869,35.2068,2,4,0
FED_20190415b_3T2,6,2,6,1,en,10.0616,10.8134,3,3,1
FED_20190415b_3T2,6,3,42,3,jap,25.9308,5.0054,3,3,1
FED_20190415b_3T2,6,4,78,5,sent,35.9825,10.0771,3,3,1
FED_20190415b_3T2,6,6,96,6,sent,61.1532,10.27,2,2,1
FED_20190415b_3T2,6,7,60,4,jap,76.4725,7.7831,3,3,1
FED_20190415b_3T2,6,8,24,2,en,89.3245,23.918000000000003,4,4,1
FED_20190415b_3T2,7,2,97,6,jap,10.056000000000001,13.8794,1,1,1
FED_20190415b_3T2,7,3,25,2,sent,28.9758,22.3664,3,3,1
FED_20190415b_3T2,7,4,61,4,en,56.3802,7.3162,3,3,1
FED_20190415b_3T2,7,6,43,3,en,78.7839,27.203000000000003,2,2,1
FED_20190415b_3T2,7,7,7,1,sent,111.0393,8.1433,3,3,1
FED_20190415b_3T2,7,8,79,5,jap,124.2248,29.2522,2,2,1
FED_20190415b_3T2,1,2,91,6,jap,10.0576,5.5313,2,2,1
FED_20190415b_3T2,1,3,19,2,sent,20.6426,25.0224,2,2,1
FED_20190415b_3T2,1,4,55,4,en,50.7141,7.8856,1,3,0
FED_20190415b_3T2,1,6,37,3,en,73.6678,11.2981,3,3,1
FED_20190415b_3T2,1,7,1,1,sent,90.0037,22.453000000000003,1,1,1
FED_20190415b_3T2,1,8,73,5,jap,117.5082,14.165,1,1,1
FED_20190415b_3T2,12,2,12,1,en,10.0628,22.1108,2,2,1
FED_20190415b_3T2,12,3,48,3,jap,37.234,7.9226,2,2,1
FED_20190415b_3T2,12,4,84,5,sent,50.2026,16.0438,2,2,1
FED_20190415b_3T2,12,6,102,6,sent,81.3577,27.9253,1,1,1
FED_20190415b_3T2,12,7,66,4,jap,114.3465,6.3431,1,1,1
FED_20190415b_3T2,12,8,30,2,en,125.7315,12.6398,2,2,1
FED_20190415a_3T2,8,2,98,6,jap,10.0587,11.5269,1,4,0
FED_20190415a_3T2,8,3,26,2,sent,26.6113,14.5199,3,3,1
FED_20190415a_3T2,8,4,62,4,en,46.1813,11.4212,4,2,0
FED_20190415a_3T2,8,6,44,3,en,72.6688,12.3387,1,1,1
FED_20190415a_3T2,8,7,8,1,sent,90.0383,12.152000000000001,2,2,1
FED_20190415a_3T2,8,8,80,5,jap,107.2412,23.9072,3,3,1
FED_20190415a_3T2,9,2,45,3,sent,10.0499,16.4829,1,1,1
FED_20190415a_3T2,9,3,81,5,en,31.5699,38.2401,2,4,0
FED_20190415a_3T2,9,4,9,1,jap,74.8436,18.1583,2,2,1
FED_20190415a_3T2,9,6,27,2,jap,108.0825,19.0742,1,1,1
FED_20190415a_3T2,9,7,99,6,en,132.2031,20.5318,1,1,1
FED_20190415a_3T2,9,8,63,4,sent,157.7907,20.8493,4,4,1
FED_20190415a_3T2,2,2,92,6,jap,10.0516,18.3366,2,2,1
FED_20190415a_3T2,2,3,20,2,sent,33.4387,12.0633,3,4,0
FED_20190415a_3T2,2,4,56,4,en,50.5413,9.4782,2,2,1
FED_20190415a_3T2,2,6,38,3,en,75.1122,9.675,2,2,1
FED_20190415a_3T2,2,7,2,1,sent,89.8312,28.7906,2,2,1
FED_20190415a_3T2,2,8,74,5,jap,123.6532,11.6832,4,3,0
FED_20190415a_3T2,3,2,39,3,sent,10.061,8.7588,1,1,1
FED_20190415a_3T2,3,3,75,5,en,23.8631,10.3926,2,2,1
FED_20190415a_3T2,3,4,3,1,jap,39.3158,22.7953,2,2,1
FED_20190415a_3T2,3,6,21,2,jap,77.1886,16.1785,3,3,1
FED_20190415a_3T2,3,7,93,6,en,98.39200000000001,9.8887,3,3,1
FED_20190415a_3T2,3,8,57,4,sent,113.3446,8.7285,1,1,1
FED_20190415a_3T2,5,2,77,5,jap,10.0443,29.7396,4,4,1
FED_20190415a_3T2,5,3,41,3,en,44.8333,23.3186,1,1,1
FED_20190415a_3T2,5,4,5,1,sent,73.2045,30.575,3,3,1
FED_20190415a_3T2,5,6,23,2,sent,118.8453,11.084000000000001,3,3,1
FED_20190415a_3T2,5,7,59,4,en,134.981,15.7106,1,4,0
FED_20190415a_3T2,5,8,95,6,jap,155.7514,15.597000000000001,2,2,1
FED_20190415a_3T2,4,2,22,2,en,10.052,7.9775,2,2,1
FED_20190415a_3T2,4,3,94,6,sent,23.0876,11.1637,2,2,1
FED_20190415a_3T2,4,4,58,4,jap,39.3068,24.1641,2,2,1
FED_20190415a_3T2,4,6,40,3,jap,78.5632,10.3955,2,2,1
FED_20190415a_3T2,4,7,76,5,sent,94.0156,13.5731,2,4,0
FED_20190415a_3T2,4,8,4,1,en,112.6354,8.9119,4,4,1
FED_20190415a_3T2,10,2,28,2,en,10.0589,37.9798,2,2,1
FED_20190415a_3T2,10,3,100,6,sent,53.0991,15.0296,2,2,1
FED_20190415a_3T2,10,4,64,4,jap,73.1858,14.76,2,1,0
FED_20190415a_3T2,10,6,46,3,jap,103.0241,17.2364,1,1,1
FED_20190415a_3T2,10,7,82,5,sent,125.3276,10.6031,2,2,1
FED_20190415a_3T2,10,8,10,1,en,140.9801,22.427,2,2,1
FED_20190415a_3T2,11,2,83,5,jap,10.0448,24.1519,3,3,1
FED_20190415a_3T2,11,3,47,3,en,39.2495,28.982,1,4,0
FED_20190415a_3T2,11,4,11,1,sent,73.2549,34.5157,1,1,1
FED_20190415a_3T2,11,6,29,2,sent,122.8464,27.3526,2,2,1
FED_20190415a_3T2,11,7,65,4,en,155.2518,11.6215,1,1,1
